claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,No,No,,Yes,No,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6099653,Closed,,,INNALOO,WA,Third Party Hit in Rear by Insured,I was driving along Jon sanders drive looking to turn left to the next street_ When another car who is driving in front of me slowdown and pull over in the driveway thinking that they will drive straight through. I failed to stop on time and I accidentally hit the rear p/s bumper of the UTE in front with my p/s front bumper.     IV POI: front p/s bumper   TP POI: p/s rear of the UTE,No,NA,NA,No,9234.54,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,5000,0,WILLETTON,WA,5000,4100,0,0,2002,26.31,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11523,47,318,0,yes,11/7/2013,11/7/2014,0,0,0,0,0,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,INTERNET,Monthly,Accept,Not at Fault,Phone,INTERNET,Monthly,Motor Comprehensive,38730.38,6099720,Closed,,,EAGLEBY,QLD,Theft of vehicle,I was out from work at 3:00AM today_ took me 2 hours to bike my way home. At 5:00AM_ I noticed that my car is missing.    POI/IV: Unrecovered theft,Yes,NA,NA,No,2561.63,1295,695,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,41000,0,EAGLEBY,QLD,41000,37690,0,0,2012,21.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,352,13,1,yes,1/14/2013,1/14/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,0,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6099737,Closed,,,TIARO,QLD,Collision with Stationary Object,We have hit a few pot holes on the way up to Noosa and the car was driving a bit weird and I could feel the engine moving in the engine bay.  I have opened the bonnet to find that the metal base of the engine has snapped and the engine has dropped down and is now scrapping on the axle of the front wheel.  Impact points IOV engine bay,No,NA,NA,No,2981.83,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,24500,0,BOORAL,QLD,24500,0,0,0,2004,28.35,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1260,398,332,0,yes,11/28/2012,11/28/2014,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,1,0,1,1,0,1,0,0,1
Damage Whilst Parked,,,,,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6099829,Closed,,,CANTERBURY,NSW,Malicious damage,IO called to advd that car has been vandalized. IO waiting for police to finish before claiming.,Yes,NA,NA,No,63089.79,950,950,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,84900,0,BUNGONIA,NSW,84900,93800,0,0,2009,68.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,657,73,0,yes,3/15/2012,3/15/2014,0,1,0,1,1,0,1,1,0,1,NA,0,1,0,0,0,1,1,1,0,1,0,0,0
Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6099963,Closed,,,COFFS HARBOUR,NSW,Malicious damage,I was staying at a mates house and just happened to look at my car and realised that there was a sticky substance all over the car except for the roof. I washed the car and the sticky residue came off and I didn't think much more of it_ shortly after the duco on the boot started the bubble and peel and progressively other panels have recently started doing the same. I have no idea what was thrown on it and I did not realise that I needed,No,NA,NA,No,0,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,6000,0,NORTH SHORE,NSW,6000,0,0,0,1993,41.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376645,266,104,0,yes,7/23/2012,7/28/2013,0,0,0,1,1,0,1,0,0,1,NA,0,1,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,Reject,At Fault,Phone,,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,18616.92,6100315,Closed,,,GOOSEBERRY HILL,WA,Collision with Stationary Object,i was driving along the road when i have swerved to miss a kangaroo and i have lost control of my car,No,NA,NA,No,1076.08,1400,900,No,Vero Corpo,In force,Personal Insurance,Personal auto,"Automatic",0,20460,0,CANNINGTON,WA,20460,0,0,0,2009,19.83,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,167,198,0,yes,7/19/2013,7/19/2014,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,1,0,1,1,0,1,0,0,1
Theft,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6100430,Closed,,,ASCOT VALE,VIC,Theft of vehicle,I woke up this morning and seen my car is not on the side street any more where I parked it last night.  IV POI: Unrecovered Theft,No,NA,NA,No,6549.43,720,720,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,15400,0,ASCOT VALE,VIC,15400,0,0,0,2007,32.42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,373,357,0,yes,12/25/2012,12/25/2014,0,0,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6100523,Closed,,,COPETON,NSW,Collision with Stationary Object,My daughter was driving out on a dirt road near the dam to go and look at fireworks and a Kangaroo has jumped out in front of her and she has swerved and hit a tree     IO POI - front d/s bumper_ motor pushed in_ d/s bonnet dented_ windscreen broken_ d/s 1/4 panel damaged_ rear p/s dented_ d/s wheels bent_ front d/s door unable to open_ front d/s above door bent_ windows unable to open on d/s front/rear,No,NA,NA,No,6674.85,2000,2000,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,7700,0,ELSMORE,NSW,7700,7000,0,0,2002,17.42,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,350,15,0,yes,1/15/2013,1/15/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,0,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,No,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6100614,Closed,,,BONDI JUNCTION,NSW,Insured Failed Right of Way,**ACTUAL TIME/DATE 02/01/14 @ 12.45PM - REJECTED CLAIM DUE TO NO POLICY COVER ****    I was in a car park driving came to cross section the TP was left of me I have gone through the T intersection and I have collided with the TP - I wasn't meant to go through and it is my fault that I have hit the TP     IO POI - front p/s bumper dented_ front p/s 1/4 panel dented   TP POI - front d/s door,No,NA,NA,No,0,1450,1450,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,45000,0,MAROUBRA,NSW,45000,0,0,0,2013,24.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142538,0,365,0,yes,9/25/2013,9/25/2014,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Make,,INTERNET,Annual,Accept,At Fault,Make,INTERNET,Annual,Motor Comprehensive,0,6100617,Closed,,,RICHMOND EAST,VIC,Insured Failed Right of Way,Luke Maiorana my son was Stopped at red light_ seen green light turning arrow and mistook for his green light and drove forward_ hitting another car.,Yes,NA,NA,No,15632.4,900,900,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,16700,0,Mildura,VIC,16700,13750,0,0,2007,27.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1906,299,66,0,yes,3/8/2013,3/8/2014,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Third Party Propert,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Third Party Propert,0,6101083,Closed,,,ALBERT PARK,VIC,Third Party Hit in Rear by Insured,A car was parked next to me and as I was trying to park my own car_ I accidentally hit the said car.     IV POI: p/s front bumper bar   TPV POI: d/s rear panel_ near the wheel,No,NA,NA,No,0,2025,2025,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,ESSENDON NORTH,VIC,0,0,0,0,2001,22.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,5,360,0,yes,12/26/2013,12/26/2014,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Theft,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6101125,Closed,,,CRAIGIEBURN,VIC,Theft of vehicle,I CAME HOME FROM HOLIDAY AND SAW THAT MY CAR5 HAD BEEN STOLEN. THE GARAGE WAS OPEN AND OTHER ITEMS IN MY HOUSE WERE ALSO STOLEN.,Yes,NA,NA,No,19742.5,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,21000,0,CRAIGIEBURN,VIC,21000,0,0,0,2010,43.54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,943,41,324,0,yes,11/21/2013,11/21/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,1,1,1,0,1,0,0,0
Natural Hazard,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,No Fault,Phone,,DIRECT,Monthly,Accept,No Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6101241,Closed,,,CANBERRA,ACT,Storm Debris Impact,A wind storm suddenly came and damaged the annex which was attached to the trailer.     IV POI: annex,No,NA,NA,No,1990,700,700,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,35000,0,NORTH RICHMOND,NSW,35000,0,0,0,2011,46.22,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867,917,179,0,yes,6/29/2011,6/29/2014,0,0,0,1,1,0,1,0,0,1,NA,0,0,0,1,1,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,Yes,No,No,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Accept,At Fault,Phone,,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6101268,Closed,,,MELBOURNE,VIC,Third Party Hit in Rear by Insured,***Interpreter call: Job number 130001182***    I was too close to the car in front of me. I could not brake in time and hit that car from behind.     IV POI: front bumper_ lights_ bonnet and engine  TPV POI: rear bumper_,Yes,NA,NA,No,6639,625,625,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,TRARALGON,VIC,0,0,0,0,1999,25.52,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11292,6,359,0,yes,12/19/2013,12/19/2014,0,1,0,0,0,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6101348,Closed,,,WHEELERS HILL,VIC,Collision with Stationary Object,My son lost control to the vehicle when turning into the service lane and hit a low sign (under a meter high) and the front fence to a house.    IO POI: UNDERNEATH AND RIGHTSIDE,Yes,1/1/2014,10800,No,13879.22,825,825,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,42000,0,WHEELERS HILL,VIC,42000,42000,0,0,2013,29.11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1927,89,276,0,yes,10/4/2013,10/4/2014,0,1,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6101462,Closed,,,BLAKEHURST,NSW,Insured Failed Right of Way,I was driving along the and the other vehicle was stationary and was park and i clipped the right hand side of the car with the left hand side of my vehicle    Iv-Poi p/s front guard p/s front & rear door_p/s rear quarter panel_p/s front mirror  dinted_scratches_broken  Tvp-Poi d/s rear quarter panel_ d/s front & rear door_d/s rear quarter panel d/s front window,No,NA,NA,No,3151,875,875,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,15650,0,BLAKEHURST,NSW,15650,35900,0,0,2005,52.73,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1897,4902,211,0,no,7/31/2000,7/31/2014,5,0,0,1,1,1,0,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6101467,Closed,,,Smeaton Grange,NSW,Collision with Stationary Object,Wet weather  Driving along to get some beverages from service station_ passenger had asthma attack_ I panicked and lost control of vehicle  I hit a gutter_ mounted curb hitting a fence_ rolling back into a creek.  Front of vehicle ripped off when tow truck tried to pull it out of creek,Yes,NA,NA,No,17710.02,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,22000,0,HARRINGTON PARK,NSW,22000,0,0,0,1999,30.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11207,20,345,0,yes,12/5/2013,12/5/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driven,No,No,No,No,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6101520,Closed,,,ABERMAIN,NSW,Insured Failed Right of Way,I was driving along and my boyfriend pulled on the handbrake and the car swerved into oncoming traffic and we hit another vehicle - IV POI - Front bumper_ bonnet  TPV POI - D/S front corner,Yes,NA,NA,No,9752.5,1200,1200,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,10339,0,BEENLEIGH,QLD,10339,10339,0,0,2006,19.21,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,301,64,0,yes,3/6/2013,3/6/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Accept,At Fault,Make,,INTERNET,Annual,Accept,At Fault,Make,INTERNET,Annual,Motor Comprehensive,0,6101829,Closed,,,ST ALBANS EAST,VIC,Collision with Stationary Object,My car is being involved in an accident at IGA car park St Albans Victoria this afternoon (02/01/2014). I was trying to get an entry parking ticket/pass and accidentally press accelerator pedal.Car ran over to the stopping post and hit the boom gate/swing open gate. Stopping post and boom gate are damaged. Car also have damages in the front area. Luckily no one injured.,No,NA,NA,No,9923.55,600,600,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,20700,0,Tullamarine,VIC,20700,14000,0,0,2010,34.69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,61,4,361,0,yes,12/29/2013,12/29/2014,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,INTERNET,Monthly,Accept,At Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6102304,Closed,,,RUNCORN,QLD,Collision with Stationary Object,my son was leaving his girlfriends house when he lost control of the car and hit a post    poi iv - front bumper - smashed  front w/s - smashed,Yes,NA,NA,No,13328.91,1150,1150,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,12375,0,SHELDON,QLD,12375,0,0,0,2006,24.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1311,127,238,0,yes,8/27/2013,8/27/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6102467,Closed,,,BALCATTA,WA,Collision with Stationary Object,I was in Deloin st travelling west_ there was a milk crate on the road_ I swerved to miss it. I got out to move the crate put the handbrake on but not hard enough & the car has rolled into a tree.    POI - Front end,No,NA,NA,No,4307.9,450,450,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,3430,0,BALGA,WA,3430,0,0,0,1996,67.07,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,40,337,0,yes,11/22/2013,12/4/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,1
