agg__claimlosscause,claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6357372,Closed,,,TAREE,NSW,Theft of vehicle,I had parked my vehicle in a shopping centre car park and when I returned I found it had been stolen.    There were a number of tools in the back of the car.,Yes,NA,NA,No,12450,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,13000,0,WINGHAM,NSW,13000,0,0,0,2001,30.45,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,657,73,0,yes,5/13/2012,5/13/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6357373,Closed,,,TINGIRA HEIGHTS,NSW,Collision with Stationary Object,The insured was turning into the cul-de-sac. There was another car parked there so she has had to reversed to do the turn properly. She has reversed to far back and hit a neighbours wall and caused damage.     IV POI- rear,No,NA,NA,No,7379.22,775,775,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,10300,0,TINGIRA HEIGHTS,NSW,10300,0,0,0,2007,45.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1649,7,358,0,yes,2/21/2014,2/21/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1
Damage Whilst Parked,Damage Whilst Parked,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6357520,Closed,,,MELTON WEST,VIC,Accidental Damage whilst parked,I moved my Holden out of the driveway to get my Ferrari to get it washed. I then parked the Ferrari on the side of the road and took my truck out. As I was backing my truck back into my driveway I accidentally hit the Ferrari.   IV poi: Drivers door  TPV poi: Front d/s corner,No,NA,NA,No,89166.45,1350,1350,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,135000,0,MELTON WEST,VIC,135000,0,0,0,1997,34.6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,182,183,0,yes,8/31/2013,8/31/2014,0,0,0,0,0,0,1,1,0,1,NA,0,1,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6357521,Closed,,,NEWCASTLE,NSW,Collision with Stationary Object,I was driving and turning to the right pulling out of the carpark and have hit the side of the car on a steel pole.    IV POI - DS front 1/4 panel and door,No,NA,NA,No,1800.93,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,61100,0,FISHING POINT,NSW,61100,0,0,0,2012,64.25,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,1128,333,0,yes,1/27/2011,1/27/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1
Theft,Theft,,,,,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,No Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6357528,Closed,,,WOONONA,NSW,Theft of vehicle,My car was parked in a carpark behind Woonona arcade since 4:30pm yesterday afternoon. it was there last night 8:50pm - my brother in law checked it. My brother went to check it again this morning 9:15 and it was gone. I left it there as i could not find my car keys. i thought that I left my car keys in a boot. i spoke to bmw and they told me it would take about one week to replace keys as i did not have spare keys.  I spoke to nrma and i,Yes,NA,NA,No,18756.82,600,600,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,19810,0,RABY,NSW,19810,0,0,0,2000,51.81,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,352,58,0,yes,3/14/2013,4/28/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,No,No,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6357529,Closed,,,BORONIA,VIC,Insured Failed Right of Way,I went through a red light. I only registered that that it was too late. I was hit by a car coming from my right.  IV poi: front d/s    TPV poi: p/s front guard and door,No,NA,NA,No,34517.78,1025,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",1,5000,0,BORONIA,VIC,5000,21250,2012,0,2004,47.39,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,8187,214,0,no,10/1/1991,10/1/2014,6,0,0,0,0,0,0,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6357596,Closed,,,ORANGE,NSW,Collision with Stationary Object,It was a wet night. I made a left hand turn at a roundabout. I travelled straight for a short distance. I lost traction on the road and slid to the right. I struck the kerb. My front tyre hit a tree. The car rolled over onto the driver's side. The police arranged for the car to be towed away.  IV poi: front d/s tyre;,No,NA,NA,No,55654.23,1600,1600,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,58300,0,ORANGE,NSW,58300,0,0,0,2012,33.63,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1056,437,293,0,yes,12/18/2012,12/18/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,Yes,Yes,No,Yes,,Yes,No,No,No,,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Accept,At Fault,Phone,Third Party Propert,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Third Party Propert,0,6357769,Closed,,,AITKENVALE,QLD,Insured Failed Right of Way,Based on what the police had noted my daugther had drifted to the side across the road and collided with an oncoming car. My daughter told the police she blacked out before the car drifted.    Impact on IO-front ds bumper bar corner and front ds guard.  Impact on tp-ds of the car.    Daughter called back...her version    I was driving into an intersection and I blacked out and the next thing I heard was the crunching of metal on metal.,Yes,NA,NA,No,4538.15,1000,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,CONDON,QLD,0,0,1998,0,1984,27.84,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,366,220,145,0,yes,7/24/2013,7/24/2014,0,1,0,0,0,0,1,0,1,1,NA,1,0,0,0,1,1,1,1,0,1,1,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,No Fault,Phone,,DIRECT,Monthly,Accept,No Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6357784,Closed,,,CARDIFF,NSW,Theft of vehicle,We parked the car and went out for dinner with some friends and when we returned to the car it was gone.,Yes,3/2/2014,77100,No,20098.8,600,600,No,Vero Corpo,In force,Personal Insurance,Personal auto,"Automatic",0,20052,0,CAVES BEACH,NSW,20052,0,0,0,2007,34.81,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,607,123,0,yes,7/2/2012,7/2/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Parked,Damage Whilst Parked,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6357889,Closed,,,KATHERINE,NT,Arson,Actual Loss time 28/02/2014 10:10pm- 01/03/2014 7:00am  01/03/2014 02:30 am    I parked my car at backpackers carpark and left the car there and went to town to party. I had an altercation with a guy at the town. That guy I believe live in the backpackers. When I went back at around 7:00 am I found out that my car was already burnt.    IV POI: Arson,Yes,NA,NA,No,29422.45,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,32000,0,ARALUEN,NT,32000,27000,0,0,2009,25.33,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,962,234,131,0,yes,7/10/2013,7/10/2014,0,1,0,0,0,0,1,1,0,1,NA,0,1,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6357916,Closed,,,LITHGOW,NSW,Roll Over,i was going down the road and ive touched the brakes to slow down because i was going down hill_ and the back has slipped out of the car and i have hit the embankment and rolled over,Yes,NA,NA,No,14945.44,1050,1050,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,16000,0,LITTLETON,NSW,16000,0,0,0,2007,21.83,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1114,469,261,0,yes,11/16/2012,11/16/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,INTERNET,Monthly,Reject,At Fault,Phone,INTERNET,Monthly,Motor Comprehensive,30997.29,6357945,Closed,,,PARK ORCHARDS,VIC,Collision with Stationary Object,I was driving. I lost concentration for a split second. I hit a curb_ tried to correct it and I hit a fence.    POI IV Front Bumper and Bonnet,No,NA,NA,No,8434.42,720,720,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,20000,0,SOUTH MORANG,VIC,20000,22500,0,0,2006,25.73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,26,339,0,yes,2/3/2014,2/3/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,No,Yes,,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6357974,Closed,,,HEIDELBERG,VIC,Insured Failed Right of Way,My son was driving. There were 2 oncoming lanes on the left hand side. He was at Waiora Road_ intending to turn right to Altona. While he was turning_ the left hand lane stopped for a red light. However the lady did not stop then she crossed and clipped him at the end. She accelerated instead of breaking and broke very late.    POI IV Rear Wheel PS and Rear Bumper   POI TP Front Bumper Bar PS,No,NA,NA,No,1739.45,2025,2025,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,4000,0,MACLEOD,VIC,4000,0,0,37.31,2002,18.29,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1350,5,360,0,yes,2/23/2014,2/23/2015,0,0,0,0,0,1,1,1,0,1,NA,1,0,0,0,0,1,1,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Reject,At Fault,Phone,Third Party Propert,DIRECT,Annual,Reject,At Fault,Phone,DIRECT,Annual,Third Party Propert,0,6358015,Closed,,,HUME,ACT,Insured Failed Right of Way,I was coming up to a light in the rain. Went through the light it was amber turning red. I was T-Boned.,Yes,3/1/2014,22680,No,767.84,1225,1225,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,GILMORE,ACT,0,9000,0,0,2000,23.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1871,320,0,no,1/15/2009,1/15/2015,1,1,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Withou,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Withou,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,10050,6358040,Closed,,,PERTH,WA,Collision with Stationary Object,The accident happened as a result of me drink driving and as a result I have had an accident_ I have no reconiltion of the accident,No,NA,NA,No,264.11,1450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,28800,0,CLOVERDALE,WA,28800,37595,0,0,2012,28.09,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,393,458,272,0,yes,11/28/2012,11/28/2014,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Damage Whilst Parked,Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6358097,Closed,,,PORT WAKEFIELD,SA,Malicious damage,I went fishing last night and I found this morning that there were damages on my car    POI-IV rear bumper_  both tail lights_ rear quarter panel d/s_ tail gate_ mud flat_rear wheel arch d/s,Yes,3/1/2014,34200,No,0,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,15200,0,SNOWTOWN,SA,15200,0,0,0,2003,30.76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,3,362,0,yes,2/26/2014,2/26/2015,0,1,0,1,1,0,1,0,0,1,NA,0,1,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,No Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6358098,Closed,,,KILMORE,VIC,Collision with Stationary Object,I WAS LEAVING ASSUMPTION COLLEGE. I WAS DRIVING ALONG WALLAN ROAD WHEN A KANGAROO JUMPED ONTO THE ROAD. I SWERVED TO MISS THE KANGAROO AND HIT THE GRAVEL ON THE SIDE OF THE ROAD. MY CAR ROLLED AND ENDED UP GOING THROUGH A WIRE FENCE. MY CAR STOPPED ON ITS SIDE.,No,NA,NA,No,9624.9,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,10700,0,WHITTLESEA,VIC,10700,0,0,0,2005,37.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,8,357,0,yes,2/21/2014,2/21/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6358150,Closed,,,CABRAMATTA WEST,NSW,Collision with Stationary Object,My wife was parking our car just infront of our house when she stepped on the accelerator and accidentally hit the fence.    IV POI:d/s front corner bumper,No,NA,NA,No,10048.58,875,875,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,14200,0,CANLEY VALE,NSW,14200,0,0,0,2010,33.09,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,365,0,yes,3/1/2014,3/1/2015,0,0,0,1,1,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6358182,Closed,,,NORTHGATE,QLD,Third Party Failed Right of Way,I was driving in the right lane approaching a red light and a car that was in the left lane has merged over into my lane and hit my car and I have been pushed to the right.   POI IV: P/S front qtr panel_ D/S front bumper  POI TP: D/S front qtr panel,No,NA,NA,No,3800.5,1000,0,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,19900,0,BERSERKER,QLD,19900,0,0,0,2010,21.13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4092,1,364,0,yes,2/25/2014,2/25/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6358229,Closed,,,STUART,QLD,Theft of vehicle,My car was stolen and was found on side of rd and was found completely burnt out.,Yes,NA,NA,No,14440.07,1600,1600,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",1,15750,0,KIRWAN,QLD,15750,20888,0,0,1994,29.06,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499,1016,80,0,yes,5/20/2011,5/20/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,1,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6358316,Closed,,,BALCOLYN,NSW,Collision with Stationary Object,i was traveling on beech road_ it was raining_ a fox has run across the road and i have tried to stop and slid_ hitting someones fence and ending in a creek,Yes,NA,NA,No,11892.55,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,12500,0,BONNELLS BAY,NSW,12500,0,0,0,2007,52.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,783,109,256,0,yes,11/11/2013,11/11/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1
